epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.6403340697288513,0.8085708618164062,0.707118570804596,0.6841811537742615
1,0.7420805096626282,0.6385640501976013,0.7678571343421936,0.5790833830833435
2,0.7968716621398926,0.5352482795715332,0.8045432567596436,0.517851710319519
3,0.8224449753761292,0.4765077531337738,0.8271380066871643,0.46487486362457275
4,0.8430371880531311,0.4304879903793335,0.8437803983688354,0.43872731924057007
5,0.8584966063499451,0.3957562744617462,0.8381924033164978,0.47522780299186707
6,0.8730751872062683,0.3604845106601715,0.8556851148605347,0.4373106360435486
7,0.8834016919136047,0.33228105306625366,0.8468173146247864,0.4442908763885498
8,0.8918147087097168,0.3088439404964447,0.851311981678009,0.43705761432647705
9,0.9002277851104736,0.2830505669116974,0.8509474992752075,0.48650336265563965
10,0.9065148234367371,0.25940948724746704,0.8508260250091553,0.4639536440372467
11,0.9149582386016846,0.23842710256576538,0.8519193530082703,0.48929333686828613
