epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.6468337178230286,0.7986789345741272,0.7348153591156006,0.644637942314148
1,0.7463629245758057,0.62595134973526,0.7801263332366943,0.5658842921257019
2,0.7991799712181091,0.5323251485824585,0.8120748400688171,0.5005962252616882
3,0.8236901760101318,0.474559485912323,0.82798832654953,0.4749322235584259
4,0.8447076678276062,0.42675092816352844,0.8464528918266296,0.43357598781585693
5,0.8608048558235168,0.39207184314727783,0.8474246859550476,0.4262548089027405
6,0.8723766207695007,0.35967567563056946,0.8521623015403748,0.4229426383972168
7,0.8804859519004822,0.33528032898902893,0.8524052500724792,0.4315217435359955
8,0.8923614025115967,0.3039402365684509,0.8469387888908386,0.44279414415359497
9,0.9013515710830688,0.28011369705200195,0.8510689735412598,0.4451107978820801
