epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.6270007491111755,0.8300764560699463,0.6956996917724609,0.7424627542495728
1,0.6821260452270508,0.733466386795044,0.682823121547699,0.7493422627449036
2,0.7132270336151123,0.6815537810325623,0.7065111994743347,0.6956393718719482
3,0.7334548234939575,0.6379636526107788,0.75,0.6312411427497864
4,0.757236123085022,0.5982581377029419,0.7526724934577942,0.6137744188308716
5,0.7770994901657104,0.5579131245613098,0.7402818202972412,0.6607826352119446
6,0.7935914993286133,0.5252478718757629,0.7536442875862122,0.6089054942131042
7,0.8109642863273621,0.48329052329063416,0.7586248517036438,0.6149909496307373
8,0.820774495601654,0.45815595984458923,0.7718659043312073,0.606408417224884
9,0.8355352878570557,0.4255388677120209,0.771258533000946,0.6085925102233887
10,0.8481093645095825,0.3970613181591034,0.7629980444908142,0.6703274846076965
11,0.8533636927604675,0.37779882550239563,0.7725947499275208,0.6213533282279968
