epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.6088382601737976,0.8546763062477112,0.6200194358825684,0.8481478691101074
1,0.6610478162765503,0.7747535109519958,0.7008017301559448,0.7120699882507324
2,0.6884434223175049,0.7292189002037048,0.7094266414642334,0.6855239868164062
3,0.7054517865180969,0.6993730068206787,0.725218653678894,0.6669029593467712
4,0.7177221179008484,0.66855388879776,0.7161078453063965,0.6840640902519226
5,0.7352163791656494,0.6379492878913879,0.726190447807312,0.6724680066108704
6,0.7448443174362183,0.61705082654953,0.7485422492027283,0.6224907040596008
7,0.7581472992897034,0.5925673246383667,0.7348153591156006,0.650238573551178
8,0.7691723704338074,0.570627748966217,0.7487852573394775,0.614841639995575
9,0.7832042574882507,0.5435764193534851,0.75,0.6414986848831177
10,0.7871526479721069,0.5274488925933838,0.7569242119789124,0.6208309531211853
11,0.7963249683380127,0.5104516744613647,0.7600826025009155,0.6203582882881165
