epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.5936218500137329,0.880275309085846,0.6543974876403809,0.8084998726844788
1,0.6337737441062927,0.813836932182312,0.6564626097679138,0.7748351097106934
2,0.6573728322982788,0.7787302732467651,0.6399416923522949,0.8102974891662598
3,0.6683675050735474,0.7530515193939209,0.6223275065422058,0.8178478479385376
4,0.6827638745307922,0.7346837520599365,0.6861029863357544,0.7251521944999695
5,0.6936674118041992,0.7148447036743164,0.6899902820587158,0.7081460952758789
6,0.7001063227653503,0.6992383003234863,0.7011661529541016,0.6953871250152588
7,0.7118299007415771,0.6850385069847107,0.714407205581665,0.6772786974906921
8,0.7181169390678406,0.6695554256439209,0.7230320572853088,0.6695932149887085
9,0.725892186164856,0.6547954082489014,0.725218653678894,0.6591017842292786
10,0.7290812730789185,0.6461772918701172,0.7325072884559631,0.6446790099143982
11,0.736522376537323,0.6297928690910339,0.7281340956687927,0.6530987024307251
12,0.7461807131767273,0.6152303218841553,0.7243683338165283,0.660765528678894
13,0.7512528300285339,0.6009104251861572,0.7303206920623779,0.6609776616096497
